,compound,a,Tc,elements,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
122,Ti0.2C0.2Nb0.8N0.8,4.434,17.95449,Nb Ti C N,Ti0.2 C0.2 Nb0.8 N0.8,6.0,41.0,35.0,22.000000000000004,15.200000000000001,7.0,43.0,82.0,39.0,63.60000000000001,17.400000000000002,47.0,12.0107,92.90638,80.89568,48.753001999999995,35.3227024,14.0067,63.05,3823.0,3759.95,1701.6200000000001,1310.8560000000002,63.05,4.0,15.0,11.0,9.8,5.0,5.0,2.0,5.0,3.0,3.4000000000000004,1.4,2.0,71.0,164.0,93.0,117.60000000000002,45.60000000000001,71.0,1.54,3.04,1.5,2.2650000000000006,0.677,1.6,1.0,2.0,1.0,1.6,0.48000000000000004,1.0,0.0,3.0,3.0,1.4000000000000001,1.4,0.0,0.0,4.0,4.0,1.8,1.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,0.0,1.0,1.0,0.4,0.48000000000000004,0.0,0.0,4.0,4.0,1.6,1.6,0.0,0.0,8.0,8.0,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.2,2.0,3.0,5.64,18.18,12.54,15.412500000000001,2.4695,14.76875,0.0,6.437,6.437,3.0244000000000004,3.0244,0.0,0.0,2.25333333333e-05,2.25333333333e-05,2.25333333333e-06,4.055999999994e-06,0.0,194.0,229.0,35.0,208.0,16.8,194.0
123,Ti0.25C0.25Nb0.75N0.75,4.4325,17.91662,Nb Ti C N,Ti0.25 C0.25 Nb0.75 N0.75,6.0,41.0,35.0,21.5,14.75,7.0,43.0,82.0,39.0,63.375,17.375,47.0,12.0107,92.90638,80.89568,47.5771175,34.0694175,14.0067,63.05,3823.0,3759.95,1775.39375,1284.2578125,63.05,4.0,15.0,11.0,9.75,5.0,5.0,2.0,5.0,3.0,3.375,1.375,2.0,71.0,164.0,93.0,117.625,45.375,71.0,1.54,3.04,1.5,2.25125,0.66625,1.6,1.0,2.0,1.0,1.625,0.46875,1.0,0.0,3.0,3.0,1.375,1.375,0.0,0.0,4.0,4.0,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.75,0.375,5.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,4.0,4.0,1.625,1.625,0.0,0.0,8.0,8.0,3.25,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.25,2.0,3.0,5.64,18.18,12.54,15.147031250000001,2.6604687499999997,14.76875,0.0,6.437,6.437,2.9758750000000003,2.9758750000000003,0.0,0.0,2.25333333333e-05,2.25333333333e-05,2.8166666666625e-06,4.929166666659375e-06,0.0,194.0,229.0,35.0,207.125,16.40625,194.0
124,Ti0.3C0.3Nb0.7N0.7,4.431,17.77268,Nb Ti C N,Ti0.3 C0.3 Nb0.7 N0.7,6.0,41.0,35.0,21.0,14.300000000000002,7.0,43.0,82.0,39.0,63.15000000000001,17.350000000000005,47.0,12.0107,92.90638,80.89568,46.401233,32.99333300000001,14.0067,63.05,3823.0,3759.95,1849.1675000000002,1250.2822500000002,63.05,4.0,15.0,11.0,9.700000000000001,5.000000000000001,5.0,2.0,5.0,3.0,3.35,1.35,2.0,71.0,164.0,93.0,117.65,45.150000000000006,71.0,1.54,3.04,1.5,2.2375000000000003,0.6555,1.6,1.0,2.0,1.0,1.6500000000000001,0.455,1.0,0.0,3.0,3.0,1.35,1.35,0.0,0.0,4.0,4.0,1.7000000000000002,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.700000000000001,0.41999999999999965,5.0,0.0,1.0,1.0,0.35000000000000003,0.455,0.0,0.0,4.0,4.0,1.6500000000000001,1.65,0.0,0.0,8.0,8.0,3.3000000000000003,3.3000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.300000000000001,2.0000000000000004,3.0,5.64,18.18,12.54,14.881562500000003,2.8514375,14.76875,0.0,6.437,6.437,2.92735,2.92735,0.0,0.0,2.25333333333e-05,2.25333333333e-05,3.3799999999950006e-06,5.745999999991501e-06,0.0,194.0,229.0,35.0,206.25000000000003,15.92500000000001,194.0
125,Ti0.4C0.4Nb0.6N0.6,4.428,14.90017,Nb Ti C N,Ti0.4 C0.4 Nb0.6 N0.6,6.0,41.0,35.0,20.0,13.4,7.0,43.0,82.0,39.0,62.7,17.3,47.0,12.0107,92.90638,80.89568,44.049464,30.841164,14.0067,63.05,3823.0,3759.95,1996.7150000000001,1182.4850000000001,63.05,4.0,15.0,11.0,9.600000000000001,5.0,5.0,2.0,5.0,3.0,3.3000000000000003,1.3,2.0,71.0,164.0,93.0,117.7,44.699999999999996,71.0,1.54,3.04,1.5,2.21,0.6339999999999999,1.6,1.0,2.0,1.0,1.7000000000000002,0.41999999999999993,1.0,0.0,3.0,3.0,1.2999999999999998,1.3,0.0,0.0,4.0,4.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.6,0.4800000000000001,5.0,0.0,1.0,1.0,0.3,0.41999999999999993,0.0,0.0,4.0,4.0,1.7,1.7000000000000002,0.0,0.0,8.0,8.0,3.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.4,2.0,3.0,5.64,18.18,12.54,14.350625,3.48425,14.76875,0.0,6.437,6.437,2.8303000000000003,2.8303000000000003,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,204.5,14.700000000000001,194.0
126,V0.04C0.04Nb0.96N0.96,4.43,12.19610061,V C Nb N,V0.04 C0.04 Nb0.96 N0.96,6.0,41.0,35.0,23.619999999999997,16.684800000000003,7.0,46.0,82.0,36.0,64.38,17.419999999999998,47.0,12.0107,92.90638,80.89568,52.5773224,38.715895296,14.0067,63.05,3823.0,3759.95,1470.3839999999998,1351.04064,63.05,5.0,15.0,10.0,9.979999999999999,4.98,5.0,2.0,5.0,3.0,3.48,1.48,2.0,71.0,164.0,93.0,117.38,46.17999999999999,71.0,1.6,3.04,1.44,2.3108,0.7095999999999999,1.6,1.0,2.0,1.0,1.52,0.4992,1.0,0.0,3.0,3.0,1.48,1.48,0.0,0.0,4.0,4.0,1.98,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.98,0.03919999999999959,5.0,0.0,1.0,1.0,0.48,0.4992,0.0,0.0,4.0,4.0,1.52,1.52,0.0,0.0,7.0,7.0,3.02,3.0199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.02,1.98,3.0,5.64,18.18,12.54,16.1884,1.9119359999999994,14.76875,0.0,6.437,6.437,3.1796800000000003,3.17968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
127,V0.07C0.07Nb0.93N0.93,4.4225,10.5938305,V C Nb N,V0.07 C0.07 Nb0.93 N0.93,6.0,41.0,35.0,23.335,16.42845,7.0,46.0,82.0,36.0,64.29,17.36,47.0,12.0107,92.90638,80.89568,51.917909200000004,38.119277843999996,14.0067,63.05,3823.0,3759.95,1518.27825,1353.3622725,63.05,5.0,15.0,10.0,9.965,4.965,5.0,2.0,5.0,3.0,3.4650000000000003,1.465,2.0,71.0,164.0,93.0,117.29,45.94,71.0,1.6,3.04,1.44,2.3039000000000005,0.7018,1.6,1.0,2.0,1.0,1.5350000000000001,0.49755,1.0,0.0,3.0,3.0,1.465,1.465,0.0,0.0,4.0,4.0,1.965,1.9650000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.965,0.06755000000000014,5.0,0.0,1.0,1.0,0.465,0.49755000000000005,0.0,0.0,4.0,4.0,1.5350000000000001,1.5350000000000001,0.0,0.0,7.0,7.0,3.035,3.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.035,1.9650000000000003,3.0,5.64,18.18,12.54,15.97391875,2.0516555624999997,14.76875,0.0,6.437,6.437,3.1505650000000003,3.1505650000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
128,V0.2C0.2Nb0.8N0.8,4.39,7.183849553,V C Nb N,V0.2 C0.2 Nb0.8 N0.8,6.0,41.0,35.0,22.100000000000005,15.3,7.0,46.0,82.0,36.0,63.900000000000006,17.1,47.0,12.0107,92.90638,80.89568,49.060452,35.452951999999996,14.0067,63.05,3823.0,3759.95,1725.82,1330.2160000000001,63.05,5.0,15.0,10.0,9.9,4.9,5.0,2.0,5.0,3.0,3.4000000000000004,1.4,2.0,71.0,164.0,93.0,116.90000000000002,44.900000000000006,71.0,1.6,3.04,1.44,2.2740000000000005,0.6679999999999999,1.6,1.0,2.0,1.0,1.6,0.48000000000000004,1.0,0.0,3.0,3.0,1.4000000000000001,1.4,0.0,0.0,4.0,4.0,1.9000000000000001,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.9,0.17999999999999974,5.0,0.0,1.0,1.0,0.4,0.48000000000000004,0.0,0.0,4.0,4.0,1.6,1.6,0.0,0.0,7.0,7.0,3.1000000000000005,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.1000000000000005,1.9000000000000001,3.0,5.64,18.18,12.54,15.044500000000001,2.5084,14.76875,0.0,6.437,6.437,3.0244000000000004,3.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
129,V0.25C0.25Nb0.75N0.75,4.3775,5.779062219,V C Nb N,V0.25 C0.25 Nb0.75 N0.75,6.0,41.0,35.0,21.625,14.875,7.0,46.0,82.0,36.0,63.75,17.0,47.0,12.0107,92.90638,80.89568,47.96143,34.45373,14.0067,63.05,3823.0,3759.95,1805.64375,1306.9453125,63.05,5.0,15.0,10.0,9.875,4.875,5.0,2.0,5.0,3.0,3.375,1.375,2.0,71.0,164.0,93.0,116.75,44.5,71.0,1.6,3.04,1.44,2.2625,0.655,1.6,1.0,2.0,1.0,1.625,0.46875,1.0,0.0,3.0,3.0,1.375,1.375,0.0,0.0,4.0,4.0,1.875,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.875,0.21875,5.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,4.0,4.0,1.625,1.625,0.0,0.0,7.0,7.0,3.125,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.125,1.875,3.0,5.64,18.18,12.54,14.68703125,2.6810156249999997,14.76875,0.0,6.437,6.437,2.9758750000000003,2.9758750000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
130,V0.3C0.3Nb0.7N0.7,4.365,5.015727419,V C Nb N,V0.3 C0.3 Nb0.7 N0.7,6.0,41.0,35.0,21.150000000000002,14.450000000000001,7.0,46.0,82.0,36.0,63.6,16.900000000000002,47.0,12.0107,92.90638,80.89568,46.862408,33.454508000000004,14.0067,63.05,3823.0,3759.95,1885.4675,1275.6922500000003,63.05,5.0,15.0,10.0,9.850000000000001,4.8500000000000005,5.0,2.0,5.0,3.0,3.35,1.35,2.0,71.0,164.0,93.0,116.60000000000001,44.1,71.0,1.6,3.04,1.44,2.251,0.642,1.6,1.0,2.0,1.0,1.6500000000000001,0.455,1.0,0.0,3.0,3.0,1.35,1.35,0.0,0.0,4.0,4.0,1.85,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.8500000000000005,0.25499999999999967,5.0,0.0,1.0,1.0,0.35000000000000003,0.455,0.0,0.0,4.0,4.0,1.6500000000000001,1.65,0.0,0.0,7.0,7.0,3.15,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.15,1.8499999999999999,3.0,5.64,18.18,12.54,14.3295625,3.0027375000000007,14.76875,0.0,6.437,6.437,2.92735,2.92735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.50000000000003,17.500000000000004,194.0
131,Nb0.04C0.04V0.96N0.96,4.2504,9.166102447,Nb C V N,Nb0.04 C0.04 V0.96 N0.96,6.0,41.0,35.0,15.339999999999998,8.379999999999999,7.0,46.0,82.0,36.0,63.92,17.88,46.0,12.0107,92.90638,80.89568,33.2734776,19.346617599999995,14.0067,63.05,3823.0,3759.95,1209.5639999999999,1100.65344,63.05,5.0,15.0,10.0,9.979999999999999,4.98,5.0,2.0,5.0,3.0,3.02,1.02,2.0,71.0,164.0,93.0,112.32,41.12,71.0,1.6,3.04,1.44,2.3245999999999998,0.6958,1.63,1.0,2.0,1.0,1.98,0.03920000000000001,2.0,0.0,3.0,3.0,1.48,1.48,0.0,0.0,4.0,4.0,1.52,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.98,0.03919999999999959,5.0,0.0,1.0,1.0,0.02,0.0392,0.0,0.0,4.0,4.0,1.52,1.52,0.0,0.0,7.0,7.0,3.48,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.02,1.98,3.0,5.64,18.18,12.54,13.8102,1.0950000000000004,13.01,0.0,6.437,6.437,3.1796800000000003,3.17968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
132,Nb0.1C0.1V0.9N0.9,4.266,8.796936567,Nb C V N,Nb0.1 C0.1 V0.9 N0.9,6.0,41.0,35.0,15.85,8.95,7.0,46.0,82.0,36.0,63.8,17.700000000000003,46.0,12.0107,92.90638,80.89568,34.472544,20.665443999999997,14.0067,63.05,3823.0,3759.95,1339.3725,1148.69025,63.05,5.0,15.0,10.0,9.95,4.95,5.0,2.0,5.0,3.0,3.05,1.05,2.0,71.0,164.0,93.0,112.80000000000001,41.3,71.0,1.6,3.04,1.44,2.309,0.6820000000000002,1.63,1.0,2.0,1.0,1.9500000000000002,0.09499999999999985,2.0,0.0,3.0,3.0,1.4500000000000002,1.45,0.0,0.0,4.0,4.0,1.55,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.95,0.09499999999999985,5.0,0.0,1.0,1.0,0.05,0.09500000000000001,0.0,0.0,4.0,4.0,1.55,1.5499999999999998,0.0,0.0,7.0,7.0,3.45,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.050000000000001,1.9500000000000002,3.0,5.64,18.18,12.54,13.6914375,1.4184375000000005,13.01,0.0,6.437,6.437,3.1214500000000003,3.1214500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
133,Nb0.2C0.2V0.8N0.8,4.292,6.912703258,Nb C V N,Nb0.2 C0.2 V0.8 N0.8,6.0,41.0,35.0,16.700000000000003,9.9,7.0,46.0,82.0,36.0,63.60000000000001,17.4,46.0,12.0107,92.90638,80.89568,36.470988,22.863487999999997,14.0067,63.05,3823.0,3759.95,1555.72,1194.136,63.05,5.0,15.0,10.0,9.9,4.9,5.0,2.0,5.0,3.0,3.0999999999999996,1.1,2.0,71.0,164.0,93.0,113.60000000000001,41.6,71.0,1.6,3.04,1.44,2.2830000000000004,0.659,1.63,1.0,2.0,1.0,1.9000000000000001,0.1799999999999999,2.0,0.0,3.0,3.0,1.4000000000000001,1.4,0.0,0.0,4.0,4.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.9,0.17999999999999974,5.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,4.0,4.0,1.6,1.6,0.0,0.0,7.0,7.0,3.4000000000000004,3.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.1000000000000005,1.9000000000000001,3.0,5.64,18.18,12.54,13.493500000000001,1.9575000000000005,13.01,0.0,6.437,6.437,3.0244000000000004,3.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
134,Nb0.3C0.3V0.7N0.7,4.318,4.639236362,Nb C V N,Nb0.3 C0.3 V0.7 N0.7,6.0,41.0,35.0,17.55,10.850000000000001,7.0,46.0,82.0,36.0,63.4,17.100000000000005,46.0,12.0107,92.90638,80.89568,38.469432000000005,25.061532,14.0067,63.05,3823.0,3759.95,1772.0675000000003,1196.3122500000002,63.05,5.0,15.0,10.0,9.850000000000001,4.8500000000000005,5.0,2.0,5.0,3.0,3.150000000000001,1.1500000000000001,2.0,71.0,164.0,93.0,114.4,41.900000000000006,71.0,1.6,3.04,1.44,2.257,0.636,1.63,1.0,2.0,1.0,1.85,0.25499999999999995,2.0,0.0,3.0,3.0,1.35,1.35,0.0,0.0,4.0,4.0,1.6500000000000001,1.6500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.8500000000000005,0.25499999999999967,5.0,0.0,1.0,1.0,0.15000000000000002,0.25500000000000006,0.0,0.0,4.0,4.0,1.6500000000000001,1.65,0.0,0.0,7.0,7.0,3.35,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.15,1.8499999999999999,3.0,5.64,18.18,12.54,13.2955625,2.4965625000000005,13.01,0.0,6.437,6.437,2.92735,2.92735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.50000000000003,17.500000000000004,194.0
135,Nb0.4C0.4V0.6N0.6,4.344,3.252566735,Nb C V N,Nb0.4 C0.4 V0.6 N0.6,6.0,41.0,35.0,18.400000000000002,11.799999999999999,7.0,46.0,82.0,36.0,63.2,16.799999999999997,46.0,12.0107,92.90638,80.89568,40.467876,27.259575999999996,14.0067,63.05,3823.0,3759.95,1988.415,1155.219,63.05,5.0,15.0,10.0,9.8,4.8,5.0,2.0,5.0,3.0,3.1999999999999997,1.2000000000000002,2.0,71.0,164.0,93.0,115.2,42.199999999999996,71.0,1.6,3.04,1.44,2.231,0.613,1.63,1.0,2.0,1.0,1.8000000000000003,0.31999999999999984,2.0,0.0,3.0,3.0,1.2999999999999998,1.3,0.0,0.0,4.0,4.0,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.7,1.7000000000000002,0.0,0.0,7.0,7.0,3.3000000000000003,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.200000000000001,1.7999999999999998,3.0,5.64,18.18,12.54,13.097625,3.0356250000000005,13.01,0.0,6.437,6.437,2.8303000000000003,2.8303000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
136,Nb0.5C0.5V0.5N0.5,4.37,2.146711804,Nb C V N,Nb0.5 C0.5 V0.5 N0.5,6.0,41.0,35.0,19.25,12.75,6.0,46.0,82.0,36.0,63.0,16.5,46.0,12.0107,92.90638,80.89568,42.466319999999996,29.45762,12.0107,63.05,3823.0,3759.95,2204.7625,1081.7375,63.05,5.0,15.0,10.0,9.75,4.75,5.0,2.0,5.0,3.0,3.25,1.25,2.0,71.0,164.0,93.0,116.0,42.5,71.0,1.6,3.04,1.44,2.205,0.59,1.6,1.0,2.0,1.0,1.75,0.375,1.0,0.0,3.0,3.0,1.25,1.25,0.0,0.0,4.0,4.0,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.75,0.375,4.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.75,1.75,0.0,0.0,7.0,7.0,3.25,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.25,1.75,3.0,5.64,18.18,12.54,12.899687499999999,3.6298437500000005,5.64,0.0,6.437,6.437,2.73325,2.73325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
137,Zr0.04C0.04Nb0.96N0.96,4.4512,16.26316022,Nb Zr C N,Zr0.04 C0.04 Nb0.96 N0.96,6.0,41.0,35.0,23.96,17.0,7.0,44.0,82.0,38.0,64.34,17.46,47.0,12.0107,92.90638,80.89568,53.3829724,39.456112399999995,14.0067,63.05,3823.0,3759.95,1469.2839999999999,1349.9846400000001,63.05,4.0,15.0,11.0,9.959999999999999,5.0,5.0,2.0,5.0,3.0,3.5,1.5,2.0,71.0,175.0,104.0,117.82,46.620000000000005,71.0,1.33,3.04,1.71,2.3048,0.7156,1.6,1.0,2.0,1.0,1.52,0.4992,1.0,0.0,3.0,3.0,1.48,1.48,0.0,0.0,4.0,4.0,1.96,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.96,0.07680000000000003,5.0,0.0,1.0,1.0,0.48,0.4992,0.0,0.0,4.0,4.0,1.52,1.52,0.0,0.0,8.0,8.0,3.04,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.039999999999999,2.0,3.0,5.64,23.195,17.555,16.3921,1.9884999999999993,14.76875,0.0,6.437,6.437,3.1796800000000003,3.17968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,210.8,17.472,194.0
138,Zr0.11C0.11Nb0.89N0.89,4.4708,15.58707572,Nb Zr C N,Zr0.11 C0.11 Nb0.89 N0.89,6.0,41.0,35.0,23.89,17.0,7.0,44.0,82.0,38.0,64.06,17.39,47.0,12.0107,92.90638,80.89568,53.2542291,39.4670891,14.0067,63.05,3823.0,3759.95,1579.1122500000001,1349.2954025,63.05,4.0,15.0,11.0,9.89,5.0,5.0,2.0,5.0,3.0,3.5000000000000004,1.5,2.0,71.0,175.0,104.0,118.38,46.83,71.0,1.33,3.04,1.71,2.2782,0.7079,1.6,1.0,2.0,1.0,1.5550000000000002,0.49395,1.0,0.0,3.0,3.0,1.445,1.445,0.0,0.0,4.0,4.0,1.8900000000000001,1.8900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.890000000000001,0.19579999999999956,5.0,0.0,1.0,1.0,0.445,0.49395,0.0,0.0,4.0,4.0,1.555,1.5550000000000002,0.0,0.0,8.0,8.0,3.11,3.1100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.11,2.0,3.0,5.64,23.195,17.555,16.24811875,2.4835312499999995,14.76875,0.0,6.437,6.437,3.111745,3.111745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,209.575,17.288249999999998,194.0
